0x0L,CMN     R1, #1
0x4L,BEQ     loc_14
0x8L,MOV     R0, R1          ; file
0xcL,MOV     R1, R2          ; mode
0x10L,B       fchmod
0x14L,MOV     R1, R2          ; mode
0x18L,B       chmod
0x1cL,MOV     R0, #0
0x20L,BX      LR
0x24L,CMN     R3, #1
0x28L,STMFD   SP!, {R3-R7,LR}
0x2cL,MOV     R5, R2
0x30L,BEQ     loc_8C
0x34L,MOV     R0, R3          ; fd
0x38L,LDR     R1, [SP,#0x18+mode]; mode
0x3cL,BL      fchmod
0x40L,MOV     R4, R0
0x44L,CMP     R4, #0
0x48L,BEQ     loc_84
0x4cL,BL      __errno_location
0x50L,LDR     R1, =aPreservingPerm; "preserving permissions for %s"
0x54L,MOV     R2, #5          ; category
0x58L,LDR     R7, [R0]
0x5cL,MOV     R0, #0          ; domainname
0x60L,BL      dcgettext
0x64L,MOV     R6, R0
0x68L,MOV     R0, R5
0x6cL,BL      quote
0x70L,MOV     R1, R7          ; errnum
0x74L,MOV     R2, R6          ; format
0x78L,MOV     R3, R0
0x7cL,MOV     R0, #0          ; status
0x80L,BL      error
0x84L,MOV     R0, R4
0x88L,LDMFD   SP!, {R3-R7,PC}
0x8cL,MOV     R0, R2          ; file
0x90L,LDR     R1, [SP,#0x18+mode]; mode
0x94L,BL      chmod
0x98L,MOV     R4, R0
0x9cL,B       loc_44
0xa4L,CMN     R1, #1
0xa8L,STMFD   SP!, {R3-R7,LR}
0xacL,MOV     R5, R0
0xb0L,BEQ     loc_10C
0xb4L,MOV     R0, R1          ; fd
0xb8L,MOV     R1, R2          ; mode
0xbcL,BL      fchmod
0xc0L,MOV     R4, R0
0xc4L,CMP     R4, #0
0xc8L,BEQ     loc_104
0xccL,BL      __errno_location
0xd0L,LDR     R1, =aSettingPermiss; "setting permissions for %s"
0xd4L,MOV     R2, #5          ; category
0xd8L,LDR     R7, [R0]
0xdcL,MOV     R0, #0          ; domainname
0xe0L,BL      dcgettext
0xe4L,MOV     R6, R0
0xe8L,MOV     R0, R5
0xecL,BL      quote
0xf0L,MOV     R1, R7          ; errnum
0xf4L,MOV     R2, R6          ; format
0xf8L,MOV     R3, R0
0xfcL,MOV     R0, #0          ; status
0x100L,BL      error
0x104L,MOV     R0, R4          ; file
0x108L,LDMFD   SP!, {R3-R7,PC}
0x10cL,MOV     R1, R2          ; mode
0x110L,BL      chmod
0x114L,MOV     R4, R0
0x118L,B       loc_C4
0x0L,ADDS    R0, R0, #8
0x4L,BCS     loc_50
0x8L,STMFD   SP!, {R4,LR}
0xcL,BL      rpl_malloc
0x10L,SUBS    R1, R0, #0
0x14L,BEQ     loc_58
