0x0L,STMFD   SP!, {R3,LR}
0x4L,CMN     R1, #1
0x8L,BEQ     loc_1C
0xcL,MOV     R0, R1          ; fd
0x10L,MOV     R1, R2          ; mode
0x14L,BL      fchmod
0x18L,LDMFD   SP!, {R3,PC}
0x1cL,MOV     R1, R2          ; mode
0x20L,BL      chmod
0x24L,LDMFD   SP!, {R3,PC}
0x28L,MOV     R0, #0
0x2cL,BX      LR
0x30L,STMFD   SP!, {R3-R7,LR}
0x34L,MOV     R4, R2
0x38L,MOV     R0, R2
0x3cL,MOV     R1, R3
0x40L,LDR     R2, [SP,#0x18+arg_0]
0x44L,BL      chmod_or_fchmod
0x48L,SUBS    R5, R0, #0
0x4cL,BEQ     loc_88
0x50L,BL      __errno_location
0x54L,LDR     R7, [R0]
0x58L,MOV     R0, #0          ; domainname
0x5cL,LDR     R1, =aPreservingPerm; "preserving permissions for %s"
0x60L,MOV     R2, #5          ; category
0x64L,BL      dcgettext
0x68L,MOV     R6, R0
0x6cL,MOV     R0, R4
0x70L,BL      quote
0x74L,MOV     R3, R0
0x78L,MOV     R0, #0          ; status
0x7cL,MOV     R1, R7          ; errnum
0x80L,MOV     R2, R6          ; format
0x84L,BL      error
0x88L,MOV     R0, R5
0x8cL,LDMFD   SP!, {R3-R7,PC}
0x94L,STMFD   SP!, {R3-R7,LR}
0x98L,MOV     R5, R0
0x9cL,BL      chmod_or_fchmod
0xa0L,SUBS    R4, R0, #0
0xa4L,BEQ     loc_E0
0xa8L,BL      __errno_location
0xacL,LDR     R7, [R0]
0xb0L,MOV     R0, #0          ; domainname
0xb4L,LDR     R1, =aSettingPermiss; "setting permissions for %s"
0xb8L,MOV     R2, #5          ; category
0xbcL,BL      dcgettext
0xc0L,MOV     R6, R0
0xc4L,MOV     R0, R5
0xc8L,BL      quote
0xccL,MOV     R3, R0
0xd0L,MOV     R0, #0          ; status
0xd4L,MOV     R1, R7          ; errnum
0xd8L,MOV     R2, R6          ; format
0xdcL,BL      error
0xe0L,MOV     R0, R4
0xe4L,LDMFD   SP!, {R3-R7,PC}
0x0L,ADDS    R0, R0, #8
0x4L,BCS     loc_4C
0x8L,STMFD   SP!, {R3,LR}
0xcL,BL      rpl_malloc
0x10L,SUBS    R2, R0, #0
0x14L,BEQ     loc_54
0x18L,ADD     R0, R2, #8
