0x0L,STMFD   SP!, {R4,LR}
0x4L,CMN     R1, #1
0x8L,BEQ     loc_20
0xcL,MOV     R3, R1
0x10L,MOV     R1, R2          ; mode
0x14L,MOV     R0, R3          ; fd
0x18L,BL      fchmod
0x1cL,LDMFD   SP!, {R4,PC}
0x20L,MOV     R1, R2          ; mode
0x24L,BL      chmod
0x28L,LDMFD   SP!, {R4,PC}
0x2cL,MOV     R0, #0
0x30L,BX      LR
0x34L,STMFD   SP!, {R4-R6,LR}
0x38L,MOV     R4, R2
0x3cL,LDR     R2, [SP,#0x10+arg_0]
0x40L,MOV     R1, R3
0x44L,MOV     R0, R4
0x48L,BL      chmod_or_fchmod
0x4cL,SUBS    R5, R0, #0
0x50L,BEQ     loc_78
0x54L,BL      __errno_location
0x58L,LDR     R6, [R0]
0x5cL,MOV     R0, R4
0x60L,BL      quote
0x64L,MOV     R3, R0
0x68L,LDR     R2, =aPreservingPerm; "preserving permissions for %s"
0x6cL,MOV     R1, R6          ; errnum
0x70L,MOV     R0, #0          ; status
0x74L,BL      error
0x78L,MOV     R0, R5
0x7cL,LDMFD   SP!, {R4-R6,PC}
0x84L,STMFD   SP!, {R4-R6,LR}
0x88L,MOV     R5, R0
0x8cL,BL      chmod_or_fchmod
0x90L,SUBS    R4, R0, #0
0x94L,BEQ     loc_BC
0x98L,BL      __errno_location
0x9cL,LDR     R6, [R0]
0xa0L,MOV     R0, R5
0xa4L,BL      quote
0xa8L,MOV     R3, R0
0xacL,LDR     R2, =aSettingPermiss; "setting permissions for %s"
0xb0L,MOV     R1, R6          ; errnum
0xb4L,MOV     R0, #0          ; status
0xb8L,BL      error
0xbcL,MOV     R0, R4
0xc0L,LDMFD   SP!, {R4-R6,PC}
0x0L,ADDS    R0, R0, #8
0x4L,BCS     loc_4C
0x8L,STMFD   SP!, {R4,LR}
0xcL,BL      rpl_malloc
0x10L,SUBS    R2, R0, #0
0x14L,BEQ     loc_54
0x18L,ADD     R0, R2, #8
0x1cL,LDR     R3, =0x1415FB4A
0x20L,STR     R3, [R2,#4]
0x24L,LDR     R3, =0xFF00FF01
0x28L,UMULL   R1, R3, R0, R3
0x2cL,MOV     R3, R3,LSR#8
0x30L,ADD     R3, R3, R3,LSL#8
0x34L,RSB     R3, R3, R0
0x38L,LDR     R1, =mallocsa_results
0x3cL,LDR     R12, [R1,R3,LSL#2]
0x40L,STR     R12, [R2]
0x44L,STR     R0, [R1,R3,LSL#2]
0x48L,LDMFD   SP!, {R4,PC}
0x4cL,MOV     R0, #0
0x50L,BX      LR
0x54L,MOV     R0, #0
