0x0L,mov     eax, esi
0x2L,mov     esi, edx        ; mode
0x4L,cmp     eax, 0FFFFFFFFh
0x7L,jz      short loc_10
0x9L,mov     edi, eax        ; file
0xbL,jmp     fchmod
0x10L,jmp     chmod
0x20L,xor     eax, eax
0x22L,retn
0x30L,push    rbp
0x31L,push    rbx
0x32L,mov     rbp, rdx
0x35L,mov     esi, r8d        ; mode
0x38L,sub     rsp, 8
0x3cL,cmp     ecx, 0FFFFFFFFh
0x3fL,jz      short loc_80
0x41L,mov     edi, ecx        ; fd
0x43L,call    fchmod
0x48L,mov     ebx, eax
0x4aL,test    ebx, ebx
0x4cL,jz      short loc_71
0x4eL,mov     rdi, rbp
0x51L,call    quote
0x56L,mov     rbp, rax
0x59L,call    __errno_location
0x5eL,mov     esi, [rax]      ; errnum
0x60L,mov     rcx, rbp
0x63L,mov     edx, offset format; "preserving permissions for %s"
0x68L,xor     edi, edi        ; status
0x6aL,xor     eax, eax
0x6cL,call    error
0x71L,add     rsp, 8
0x75L,mov     eax, ebx
0x77L,pop     rbx
0x78L,pop     rbp
0x79L,retn
0x80L,mov     rdi, rdx        ; file
0x83L,call    chmod
0x88L,mov     ebx, eax
0x8aL,jmp     short loc_4A
0x90L,push    rbp
0x91L,push    rbx
0x92L,mov     rbp, rdi
0x95L,sub     rsp, 8
0x99L,cmp     esi, 0FFFFFFFFh
0x9cL,jz      short loc_E0
0x9eL,mov     edi, esi        ; fd
0xa0L,mov     esi, edx        ; mode
0xa2L,call    fchmod
0xa7L,mov     ebx, eax
0xa9L,test    ebx, ebx
0xabL,jz      short loc_D0
0xadL,mov     rdi, rbp
0xb0L,call    quote
0xb5L,mov     rbp, rax
0xb8L,call    __errno_location
0xbdL,mov     esi, [rax]      ; errnum
0xbfL,mov     rcx, rbp
0xc2L,mov     edx, offset aSettingPermiss; "setting permissions for %s"
0xc7L,xor     edi, edi        ; status
0xc9L,xor     eax, eax
0xcbL,call    error
0xd0L,add     rsp, 8
0xd4L,mov     eax, ebx
0xd6L,pop     rbx
0xd7L,pop     rbp
0xd8L,retn
0xe0L,mov     esi, edx        ; mode
0xe2L,call    chmod
0xe7L,mov     ebx, eax
0xe9L,jmp     short loc_A9
0x0L,mov     rax, rdi
