0x0L,MOV             W3, W1  ; Alternative name is '$x'
0x4L,MOV             W1, W2
0x8L,CMN             W3, #1
0xcL,B.EQ            loc_18
0x10L,MOV             W0, W3
0x14L,B               loc_14
0x18L,B               loc_18
0x20L,MOV             W0, #0
0x24L,RET
0x28L,STP             X29, X30, [SP,#-0x10+var_20]!
0x2cL,CMN             W3, #1
0x30L,MOV             W1, W4
0x34L,MOV             X29, SP
0x38L,STP             X19, X20, [SP,#0x20+var_10]
0x3cL,STR             X21, [SP,#0x20+var_s0]
0x40L,MOV             X20, X2
0x44L,B.EQ            loc_98
0x48L,MOV             W0, W3
0x98L,MOV             X0, X2
0x4cL,BL              sub_4C
0x50L,MOV             W19, W0
0x54L,CBZ             W19, loc_80
0x58L,BL              sub_58
0x5cL,LDR             W21, [X0]
0x60L,MOV             X0, X20
0x64L,BL              sub_64
0x68L,MOV             X3, X0
0x6cL,ADRP            X2, #chmod_or_fchmod@PAGE
0x70L,MOV             W1, W21
0x74L,ADD             X2, X2, #chmod_or_fchmod@PAGEOFF
0x78L,MOV             W0, #0
0x7cL,BL              sub_7C
0x80L,MOV             W0, W19
0x84L,LDR             X21, [SP,#arg_20]
0x88L,LDP             X19, X20, [SP,#arg_10]
0x8cL,LDP             X29, X30, [SP+arg_0],#0x30
0x90L,RET
0x9cL,BL              sub_9C
0xa0L,MOV             W19, W0
0xa4L,B               loc_54
0xa8L,STP             X29, X30, [SP,#-0x10+var_20]!
0xacL,CMN             W1, #1
0xb0L,MOV             X29, SP
0xb4L,STP             X19, X20, [SP,#0x20+var_10]
0xb8L,STR             X21, [SP,#0x20+var_s0]
0xbcL,MOV             X20, X0
0xc0L,B.EQ            loc_118
0xc4L,MOV             W3, W1
0xc8L,MOV             W1, W2
0xccL,MOV             W0, W3
0x118L,MOV             W1, W2
0xd0L,BL              sub_D0
0xd4L,MOV             W19, W0
0xd8L,CBZ             W19, loc_104
0xdcL,BL              sub_DC
0xe0L,LDR             W21, [X0]
0xe4L,MOV             X0, X20
0xe8L,BL              sub_E8
0xecL,MOV             X3, X0
0xf0L,ADRP            X2, #chmod_or_fchmod@PAGE
0xf4L,MOV             W1, W21
0xf8L,ADD             X2, X2, #chmod_or_fchmod@PAGEOFF
0xfcL,MOV             W0, #0
0x100L,BL              sub_100
0x104L,MOV             W0, W19
0x108L,LDR             X21, [SP,#arg_20]
0x10cL,LDP             X19, X20, [SP,#arg_10]
0x110L,LDP             X29, X30, [SP+arg_0],#0x30
0x114L,RET
